Sigla,Código,Município,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
BA,2900306,Acajutiba,,,1,2,3,1,,1,,2,,5,5,5,1,4,6,8,6,8,6,6,7,9,12,15,17,21,14
BA,2900355,Adustina,,,,,2,,,,1,,1,2,2,,,,1,2,5,1,4,3,5,1,4,1,2,1,3
BA,2900405,Água Fria,,,,1,,,,,,,1,,1,1,,3,2,,,4,2,3,5,1,5,12,5,2,10
BA,2900504,Érico Cardoso,,,,,,,,,1,1,,1,1,,,,,1,1,1,,,,1,1,,,,1
BA,2900603,Aiquara,,1,,1,,1,,,,,,,,,,1,2,,,,,1,,1,1,2,1,1,
BA,2900702,Alagoinhas,1,19,6,7,13,27,14,6,36,25,19,33,26,30,46,44,87,88,71,93,95,108,87,103,116,88,109,88,95
BA,2900801,Alcobaça,3,4,2,4,1,4,2,2,,2,3,3,2,1,3,1,4,7,6,8,13,13,17,13,8,6,27,11,12
BA,2900900,Almadina,,3,1,3,1,,1,,,1,,1,1,2,,3,3,4,2,1,1,3,,2,3,6,4,5,7
BA,2901007,Amargosa,1,,,,3,1,,3,1,,1,3,3,5,2,,,1,5,9,8,8,13,5,11,13,8,7,9
BA,2901106,Amélia Rodrigues,1,,,2,3,1,,1,1,,1,1,,2,5,3,10,19,7,17,20,5,19,20,10,15,34,19,12
BA,2901155,América Dourada,3,3,1,,1,1,,1,,,,,,1,2,2,1,1,1,1,,2,3,2,3,5,3,5,6
BA,2901205,Anagé,,,1,2,1,,1,2,1,,1,2,3,3,4,2,1,1,3,7,2,5,2,4,,3,1,3,
BA,2901304,Andaraí,,,1,,1,,,,,,,1,1,2,,,2,2,,,4,1,,1,4,5,1,6,9
BA,2901353,Andorinha,,,1,,,1,,,,,,,,,,,1,,2,1,1,,3,1,,3,2,1,4
BA,2901403,Angical,,,1,,,,1,,,,1,1,,,2,,,,,,,,,,1,1,5,2,3
BA,2901502,Anguera,,,,,,,,,,,,1,1,,1,1,,1,,1,1,,2,,2,7,2,,2
BA,2901601,Antas,,1,,,1,,,,,3,,,1,1,1,3,3,3,1,,2,3,4,1,3,4,5,2,4
BA,2901700,Antônio Cardoso,,,,,1,,,1,,1,,1,,,,,1,,1,1,1,2,2,,1,1,,2,5
BA,2901809,Antônio Gonçalves,,,2,1,,1,,1,,,,1,,,,,,2,,2,2,1,1,,3,1,1,6,8
BA,2901908,Aporá,,1,,,,,,,1,,2,1,1,4,2,4,2,8,5,9,7,10,6,4,6,8,7,12,9
BA,2901957,Apuarema,,,1,,,,,,1,1,1,,1,,,,,,,2,2,2,2,1,1,5,2,3,
BA,2902005,Aracatu,1,,,,,,,,,1,1,,1,1,1,,1,2,,,1,3,5,2,,2,1,4,3
BA,2902054,Araças,,2,,3,1,2,1,,,,2,1,1,3,4,1,2,8,3,3,2,4,4,4,7,6,5,5,4
BA,2902104,Araci,1,,1,1,,2,1,1,,1,4,,,1,10,5,8,12,11,5,5,5,9,12,11,20,24,37,14
BA,2902203,Aramari,,1,,,,1,,2,1,,1,,2,,,,,4,3,1,1,4,3,2,6,6,2,2,5
BA,2902252,Arataca,,1,2,,,,,,2,1,,1,3,4,3,4,3,6,2,5,3,6,8,4,16,10,18,4,11
BA,2902302,Aratuípe,,,,,,,,,,,,,,1,,3,2,1,2,2,2,4,4,3,3,5,5,3,6
BA,2902401,Aurelino Leal,,,2,1,4,2,3,2,3,1,2,1,3,2,2,6,2,3,3,2,3,3,10,2,7,11,5,16,15
BA,2902500,Baianópolis,,1,2,,2,1,,,1,,,,,,,,,,,,,,,,,2,1,3,3
BA,2902609,Baixa Grande,,,1,,2,3,3,1,1,,1,1,1,,,2,,1,3,4,1,1,5,7,3,,12,9,11
BA,2902658,Banzaê,,,,1,1,,,,1,,,,,1,,1,,2,,,1,1,,1,3,,3,,
BA,2902708,Barra,2,,2,1,2,3,2,1,,,,1,2,,5,2,5,2,5,9,4,14,12,11,21,12,9,12,7
BA,2902807,Barra da Estiva,,,,1,1,1,2,,1,,,1,2,3,1,6,2,2,8,2,9,,1,2,2,5,11,10,6
BA,2902906,Barra do Choça,,2,,1,1,,1,1,8,3,3,3,3,6,2,8,3,8,6,8,12,12,9,13,22,23,25,21,21
BA,2903003,Barra do Mendes,,,,1,,,,1,1,1,,,2,1,,1,3,,,1,,,1,4,1,6,3,2,1
BA,2903102,Barra do Rocha,,1,,,,,1,,,,,2,,2,,,1,1,1,3,1,1,2,6,1,6,2,1,3
BA,2903201,Barreiras,14,14,7,17,27,20,22,6,3,4,3,6,5,10,4,1,2,3,,6,1,2,7,1,19,61,53,52,72
BA,2903235,Barro Alto,,,,,2,,,,1,,,1,,1,,,1,,1,2,1,1,,1,5,3,6,1,3
BA,2903276,Barrocas,,,,,,,,,,,,,,,,,1,1,,,,1,,2,3,1,5,2,
BA,2903300,Governador Lomanto Júnior,,,,2,1,,1,,1,,1,,1,,3,2,1,2,3,3,7,2,4,5,2,3,10,3,5
BA,2903409,Belmonte,1,4,4,5,5,2,2,3,1,5,1,4,6,5,12,10,12,13,6,15,5,4,15,12,10,27,31,28,20
BA,2903508,Belo Campo,,,,,,,,1,2,,1,1,1,1,1,4,1,1,5,2,1,3,4,1,5,10,6,4,2
BA,2903607,Biritinga,,1,,,,1,1,,1,,,,,,2,,,1,3,,,,2,2,3,5,1,10,3
BA,2903706,Boa Nova,,,,1,,2,,1,,1,,5,1,3,2,2,1,3,2,,4,3,2,,3,6,2,3,3
BA,2903805,Boa Vista do Tupim,,2,1,3,,,,,,,,,,1,,1,1,2,1,1,1,4,3,1,2,5,3,4,7
BA,2903904,Bom Jesus da Lapa,3,7,8,8,4,7,4,2,6,2,2,1,2,7,6,7,17,5,9,15,15,6,5,6,37,44,36,25,27
BA,2903953,Bom Jesus da Serra,,,,,,,,,,,,1,,,,,,,,,,1,2,2,4,,1,2,2
BA,2904001,Boninal,,,,,,,,1,,,,,,1,,1,1,,1,,,1,,1,1,1,,,
BA,2904050,Bonito,,,,,,,,,,2,,,,1,,,,2,2,,3,4,3,,3,,4,6,5
BA,2904100,Boquira,,,2,2,,,,1,,1,,,1,,1,1,1,,,,3,1,,,1,3,1,3,1
BA,2904209,Botuporã,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,
BA,2904308,Brejões,,,2,,1,,2,,1,2,1,,2,2,1,1,,4,1,2,4,,1,,,4,1,2,
BA,2904407,Brejolândia,,1,,2,,,,,2,,1,,1,,,,,,,,,,,,1,5,1,,1
BA,2904506,Brotas de Macaúbas,,,1,,,,,,,,,,,,,,,,3,2,,1,1,2,1,1,,2,3
BA,2904605,Brumado,3,1,4,1,1,2,2,1,1,4,5,4,1,7,5,2,3,15,9,5,15,23,22,13,19,15,13,20,10
BA,2904704,Buerarema,3,4,7,6,1,2,3,1,2,3,2,7,9,2,3,7,11,6,14,4,12,7,6,7,25,11,11,9,4
BA,2904753,Buritirama,,,,1,1,,,,1,,,3,1,3,,1,1,1,2,2,1,2,,1,3,1,2,3,6
BA,2904803,Caatiba,,,,,,,,,,1,,,,,1,,,2,1,1,2,1,1,1,2,,1,,2
BA,2904852,Cabaceiras do Paraguaçu,,2,1,,2,,,1,,,,2,,1,2,,2,2,3,,3,5,2,8,5,9,3,3,7
BA,2904902,Cachoeira,,,,2,,1,1,,2,2,,1,3,1,1,4,2,5,8,2,13,14,16,16,21,26,24,15,20
BA,2905008,Caculé,,,,,,,,,2,1,,,,,,,2,,2,,,3,4,1,1,1,2,,4
BA,2905107,Caém,2,1,1,,1,1,4,,,2,,1,2,2,1,1,,,3,,,2,2,1,4,3,,1,2
BA,2905156,Caetanos,,,1,,,,,1,,,,,1,,,1,,,,,2,1,,,1,1,,,
BA,2905206,Caetité,4,4,,,1,3,3,2,,,1,2,1,1,2,4,1,1,2,8,4,6,9,9,7,2,6,6,8
BA,2905305,Cafarnaum,,,1,,,1,,,,1,1,2,,1,,,1,2,1,2,2,3,2,6,9,6,5,3,2
BA,2905404,Cairu,,,,,,,,2,,1,,,,,,1,2,3,3,1,3,4,5,3,13,10,11,9,7
BA,2905503,Caldeirão Grande,1,,3,,,,,,,1,,,1,1,,1,1,1,2,4,2,2,4,,1,,1,3,2
BA,2905602,Camacan,2,,1,1,2,3,1,2,4,2,1,6,8,13,9,9,13,10,13,10,23,18,15,13,15,20,23,13,16
BA,2905701,Camaçari,5,23,28,28,32,44,25,7,23,27,44,62,61,100,108,102,141,100,145,158,197,189,215,207,252,285,190,205,218
BA,2905800,Camamu,4,1,2,,2,,2,4,6,3,6,6,5,2,5,4,12,8,17,16,14,17,20,28,30,30,23,27,29
BA,2905909,Campo Alegre de Lourdes,,1,,1,,1,,1,2,,2,,2,1,,,2,2,1,2,,3,,1,2,1,2,8,3
BA,2906006,Campo Formoso,4,,1,4,,1,4,4,5,1,2,7,,2,1,2,7,13,20,8,7,10,11,15,19,10,15,19,31
BA,2906105,Canápolis,2,,1,,,,,,1,,,,,,,,1,,2,,,1,1,,,,1,1,2
BA,2906204,Canarana,,,,,,,,1,,,,,,3,1,4,2,2,3,2,1,5,6,4,7,14,12,9,8
BA,2906303,Canavieiras,2,3,10,6,2,5,6,,1,2,7,2,,15,12,13,16,32,18,20,15,21,28,9,21,30,20,11,17
BA,2906402,Candeal,,1,2,,,,,,,1,,,,,1,,3,4,2,1,,,1,1,1,6,1,3,5
BA,2906501,Candeias,4,14,16,7,15,20,8,4,3,2,11,27,23,25,45,36,39,34,45,56,60,53,52,55,76,71,66,47,69
BA,2906600,Candiba,1,,,,1,,1,,,,,,1,,1,,,,2,1,2,2,1,,,3,2,2,3
BA,2906709,Cândido Sales,,,1,1,1,1,,,5,2,2,2,4,1,1,4,9,5,2,3,11,11,7,4,3,6,9,13,7
BA,2906808,Cansanção,1,1,1,2,3,1,2,,,,,1,2,,,2,2,5,4,8,7,4,3,8,10,9,8,10,12
BA,2906824,Canudos,1,,,3,1,2,1,,2,2,2,1,,,2,1,3,,,2,3,3,5,5,2,1,6,2,5
BA,2906857,Capela do Alto Alegre,,,2,,,,,,,1,,,,1,,4,4,,1,3,2,4,3,2,1,2,5,5,3
BA,2906873,Capim Grosso,,,2,,4,5,1,1,3,,2,2,7,3,5,7,3,2,7,14,8,12,9,8,11,12,20,19,25
BA,2906899,Caraíbas,,,,,,,1,,,,,,,,1,1,2,1,1,,,,,1,,1,4,,2
BA,2906907,Caravelas,1,2,,,1,1,2,,,,1,1,2,1,4,1,5,1,3,6,4,8,8,8,8,7,9,7,11
BA,2907004,Cardeal da Silva,,2,,,,,,,,,,,,2,1,2,1,9,2,7,2,4,4,,4,6,7,7,2
BA,2907103,Carinhanha,,3,1,1,1,2,,,2,2,2,,2,,,1,,1,,,3,1,9,5,4,7,6,4,6
BA,2907202,Casa Nova,11,4,1,10,1,2,2,4,3,14,11,25,20,17,25,23,30,17,28,19,16,20,16,12,27,18,13,27,23
BA,2907301,Castro Alves,1,2,,3,1,3,3,,1,,7,1,,3,1,1,2,3,4,4,6,3,1,4,13,6,8,8,17
BA,2907400,Catolândia,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1
BA,2907509,Catu,2,10,1,7,7,3,,,5,18,16,17,14,14,16,19,12,24,28,29,25,24,32,44,42,26,26,31,21
BA,2907558,Caturama,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,1,1,1
BA,2907608,Central,,,1,2,1,3,,,3,,,2,1,4,,3,5,,3,1,5,4,1,5,6,6,7,4,6
BA,2907707,Chorrochó,3,1,,1,,1,3,2,2,1,,2,2,1,1,2,4,3,1,1,1,2,4,6,1,1,1,2,2
BA,2907806,Cícero Dantas,,3,3,,,5,2,2,1,1,1,3,3,1,2,1,2,5,6,,3,6,3,4,5,8,21,14,19
BA,2907905,Cipó,,,,1,1,,,,1,,1,1,,,,4,,3,2,,1,2,2,5,4,2,4,4,3
BA,2908002,Coaraci,3,3,4,7,4,1,4,2,2,3,3,3,5,9,6,12,26,14,14,9,19,6,10,17,11,9,13,14,4
BA,2908101,Cocos,,,,,,1,,,,,,1,2,,,,,,1,,1,2,,,3,7,2,1,1
BA,2908200,Conceição da Feira,,2,2,,,,,,,,,,,2,1,2,,4,2,5,6,4,3,6,13,15,6,17,20
BA,2908309,Conceição do Almeida,1,1,3,,1,2,,3,2,2,1,,1,,,3,1,1,,3,3,2,2,5,5,7,4,5,1
BA,2908408,Conceição do Coité,1,1,1,5,,2,,1,3,1,1,1,1,2,5,4,4,11,14,8,7,11,20,16,20,29,36,32,34
BA,2908507,Conceição do Jacuípe,,,,1,,1,,,,1,1,2,1,,2,5,4,12,16,9,9,10,14,23,36,20,24,16,21
BA,2908606,Conde,,,1,1,4,2,2,,4,1,4,1,1,4,1,3,4,9,8,11,10,8,17,4,4,13,13,17,1
BA,2908705,Condeúba,,,,,,,,,,,,,,,1,,1,3,,,,1,,1,8,4,2,1,4
BA,2908804,Contendas do Sincorá,,1,1,,,,,1,,1,,,,1,,1,,,,,2,1,,,,1,1,,
BA,2908903,Coração de Maria,,,,,,1,1,,1,,,2,2,,3,4,1,4,2,9,9,5,4,5,12,9,7,6,12
BA,2909000,Cordeiros,,,,,,,,,,2,,,1,1,2,,2,,1,1,,2,,,,1,,1,
BA,2909109,Coribe,1,,2,,,,1,,,,,1,1,,,1,,1,1,3,5,1,2,,3,3,1,2,2
BA,2909208,Coronel João Sá,,,1,,,,,,,,1,2,1,2,,1,5,,4,3,3,4,,2,5,4,2,2,4
BA,2909307,Correntina,1,,,1,1,3,1,3,3,1,,1,,,,,1,1,,4,2,11,2,4,2,9,7,8,8
BA,2909406,Cotegipe,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,3,4,3,1,2
BA,2909505,Cravolândia,,,,,,,1,,2,,2,1,,,,,,,,,,,1,1,,,1,,
BA,2909604,Crisópolis,,,1,3,,1,1,,1,1,2,3,3,4,2,2,,5,17,10,4,4,4,7,1,6,8,10,4
BA,2909703,Cristópolis,2,,,,2,3,2,,,,,,,,,1,,,,,,,,,1,2,2,,2
BA,2909802,Cruz das Almas,,1,2,1,1,4,3,2,3,4,3,6,1,5,2,6,10,6,10,7,13,17,42,37,28,30,39,23,24
BA,2909901,Curaçá,4,2,,2,1,,2,5,9,3,5,10,17,8,12,13,16,6,11,10,7,12,14,7,15,10,9,19,15
BA,2910008,Dário Meira,,2,,,,,2,,,3,1,1,,4,1,1,2,5,2,4,4,,2,3,3,6,3,4,4
BA,2910057,Dias d'Ávila,1,7,6,5,6,6,4,1,6,1,6,11,14,16,23,34,55,38,58,48,60,57,60,48,69,73,39,64,76
BA,2910107,Dom Basílio,,,,,,,,,,,,,,1,,1,,,,2,,,1,,1,2,2,,
BA,2910206,Dom Macedo Costa,,1,1,,,,,1,,,,,,,,1,1,,,,,,,,,,2,,1
BA,2910305,Elísio Medrado,,,,,1,1,,,1,,,,,,,,1,,,2,2,,2,2,,1,2,3,1
BA,2910404,Encruzilhada,,,,2,,,,2,,3,4,2,2,4,5,4,,4,4,3,8,4,5,6,11,8,9,8,11
BA,2910503,Entre Rios,,6,1,3,2,6,3,1,3,8,14,21,20,10,14,9,14,24,10,16,20,19,33,19,28,31,44,26,25
BA,2910602,Esplanada,,6,9,8,5,4,4,2,1,3,4,5,9,10,6,10,7,10,14,18,18,22,22,19,23,26,29,23,17
BA,2910701,Euclides da Cunha,2,3,2,4,1,,1,,1,1,6,1,1,3,12,3,6,10,5,7,10,6,6,10,21,16,18,13,10
BA,2910727,Eunápolis,3,7,9,12,25,18,27,19,31,27,30,26,30,47,59,62,85,125,96,73,109,84,92,66,114,86,78,58,88
BA,2910750,Fátima,,,,,,,1,2,,,,,,1,2,1,3,2,1,,1,1,1,4,1,2,6,,4
BA,2910776,Feira da Mata,,,,,,,,,,,,,,,,,,,3,1,,1,1,2,1,2,,,
BA,2910800,Feira de Santana,1,15,40,51,79,59,60,60,84,72,97,43,35,51,151,160,202,252,316,265,295,258,261,218,251,224,259,264,462
BA,2910859,Filadélfia,,,,,,,,,,,,,2,,1,,1,7,1,,1,6,2,1,5,3,6,4,3
BA,2910909,Firmino Alves,,,,,,,,,,,,,1,1,1,1,2,,,1,,,2,,3,,2,1,1
BA,2911006,Floresta Azul,,3,4,1,3,,1,2,1,1,1,4,4,2,3,2,3,6,1,1,1,6,4,2,9,2,3,7,3
BA,2911105,Formosa do Rio Preto,,1,,1,,4,,,,,,,,,,,,,1,1,1,,,,6,6,4,4,5
BA,2911204,Gandu,1,,5,1,1,2,1,2,3,2,2,,1,5,5,11,9,12,14,19,12,9,10,11,16,19,18,19,15
BA,2911253,Gavião,,,,,,,,1,,,,,,,1,1,,,2,1,1,1,,,3,2,,1,
BA,2911303,Gentio do Ouro,,,,1,1,1,,,,,,,,,,1,1,1,,,1,1,1,1,1,5,1,4,
BA,2911402,Glória,,2,,2,7,5,3,2,1,1,,2,2,2,1,4,2,3,4,3,1,,7,4,5,2,4,2,2
BA,2911501,Gongogi,1,,1,,,,,,,,,1,1,,2,1,1,1,1,,1,,2,2,1,6,7,1,2
BA,2911600,Governador Mangabeira,1,,1,1,,,4,,1,1,1,1,1,2,,1,,1,4,5,2,5,13,12,7,17,11,3,16
BA,2911659,Guajeru,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,
BA,2911709,Guanambi,3,4,6,4,4,9,1,2,2,2,1,2,8,14,15,14,14,10,13,27,21,24,16,19,24,25,37,29,16
BA,2911808,Guaratinga,1,,,1,,2,3,,6,2,3,3,6,6,5,8,5,10,6,8,5,10,7,8,7,9,9,10,7
BA,2911857,Heliópolis,1,,,,,,,,,,,,1,,,,,3,,,,1,2,4,3,8,1,2,5
BA,2911907,Iaçu,,1,2,2,2,,,1,2,2,,1,1,4,,3,3,1,6,2,4,5,4,5,16,9,13,5,7
BA,2912004,Ibiassucê,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,
BA,2912103,Ibicaraí,4,6,1,6,5,8,4,6,8,1,5,7,12,11,9,12,9,19,13,13,7,12,11,17,14,9,15,11,17
BA,2912202,Ibicoara,1,,,,,,,,,,3,,,2,,4,2,4,2,3,,,1,4,7,5,4,4,8
BA,2912301,Ibicuí,1,1,2,,3,,,,,,,,3,,2,5,3,9,1,5,6,2,7,8,9,5,6,4,13
BA,2912400,Ibipeba,,,,1,,,,1,2,1,,,1,2,,,1,1,3,1,4,2,1,1,1,7,3,3,1
BA,2912509,Ibipitanga,,,,,,,,,,,,,1,,1,,,,,1,1,,1,,1,2,2,,
BA,2912608,Ibiquera,,,,1,,,,1,,,,,,,,,,,,,1,1,2,,,,,,1
BA,2912707,Ibirapitanga,2,2,2,3,2,6,3,2,3,4,,1,6,6,6,5,4,8,10,10,23,15,12,11,27,22,16,9,17
BA,2912806,Ibirapuã,,1,,,,,,,,,,,,,,,3,1,2,4,4,2,2,2,1,2,2,2,4
BA,2912905,Ibirataia,1,2,9,3,4,2,3,,2,2,2,2,3,2,5,5,6,4,6,4,8,6,,3,7,9,10,13,7
BA,2913002,Ibitiara,,,,,,,,,,,,1,1,,,1,,,,,1,1,2,,4,2,2,2,1
BA,2913101,Ibititá,,,1,1,,,,,2,,,,1,1,3,,1,,3,1,6,5,6,3,5,2,2,3,1
BA,2913200,Ibotirama,2,5,4,8,5,2,2,2,1,8,,,1,2,2,3,2,13,2,,1,,,2,17,23,11,7,14
BA,2913309,Ichu,,,,,,,1,,,,,,,,1,,,,,,,2,2,,,2,,3,1
BA,2913408,Igaporã,,,,,,,1,,1,,,1,2,,,1,,1,,1,,1,2,3,1,,1,2,2
BA,2913457,Igrapiúna,,1,,,1,,,1,,1,2,,1,1,1,1,3,7,2,9,7,1,5,6,10,7,12,6,11
BA,2913507,Iguaí,,,,,,,,2,,2,1,4,4,4,6,10,5,10,10,14,9,3,8,3,7,15,8,17,24
BA,2913606,Ilhéus,42,32,52,14,35,28,34,22,42,49,40,49,61,86,107,104,108,141,116,122,146,133,101,69,82,126,94,94,111
BA,2913705,Inhambupe,,3,2,3,1,2,,,1,4,4,4,9,5,10,3,9,11,11,12,10,7,23,23,29,29,24,37,26
BA,2913804,Ipecaetá,,,,,1,,,2,,1,,1,2,,2,,2,2,1,2,1,4,3,1,5,2,1,4,6
BA,2913903,Ipiaú,10,14,17,6,7,1,2,2,3,3,11,11,16,17,12,12,13,20,14,16,20,17,16,24,33,42,22,23,19
BA,2914000,Ipirá,,2,2,8,6,,1,,,,3,1,2,1,8,12,8,20,12,15,16,15,18,21,12,23,23,21,28
BA,2914109,Ipupiara,,1,1,,,,,,1,,,,1,,,,,1,1,,2,2,1,,3,1,1,,4
BA,2914208,Irajuba,,,1,1,,,,1,,,1,2,1,1,,,,1,1,1,1,1,,1,2,2,1,,
BA,2914307,Iramaia,,,,,,,,1,,1,2,1,1,,2,,1,,,2,2,2,,,3,,4,1,2
BA,2914406,Iraquara,,1,,,,,,,,,1,,1,,,,1,2,2,1,,1,3,,2,3,2,4,5
BA,2914505,Irará,,1,1,,1,1,1,4,2,1,1,,1,,3,1,3,6,9,7,6,5,4,7,7,5,14,14,11
BA,2914604,Irecê,8,14,7,5,4,1,1,7,3,5,6,9,13,8,11,13,17,17,26,29,37,33,46,39,43,57,37,31,27
BA,2914653,Itabela,,,7,3,5,6,10,3,7,5,7,13,13,11,15,14,15,8,17,10,15,33,43,26,46,31,25,17,31
BA,2914703,Itaberaba,2,7,8,7,9,9,3,2,1,5,4,10,5,5,1,4,12,9,14,19,19,23,21,21,28,29,60,26,36
BA,2914802,Itabuna,65,65,75,55,55,70,61,60,77,77,92,75,92,133,121,134,166,192,185,172,206,138,178,124,144,133,135,144,133
BA,2914901,Itacaré,2,3,1,1,,,1,,,1,1,1,2,5,7,4,3,13,8,21,13,18,13,9,9,25,16,10,17
BA,2915007,Itaeté,,,1,,,,,,,1,,1,,,,,3,1,1,2,2,,,,3,4,8,7,2
BA,2915106,Itagi,2,3,,,1,3,1,,,1,3,1,1,2,2,2,1,,4,3,2,6,1,1,,5,9,5,3
BA,2915205,Itagibá,1,,,,,,,,,1,,4,3,1,,1,1,5,6,6,4,4,1,2,5,3,2,3,3
BA,2915304,Itagimirim,1,,,,,,,2,1,1,2,1,2,1,,3,5,1,3,1,4,2,8,3,6,4,7,4,3
BA,2915353,Itaguaçu da Bahia,,,,2,1,,,,,,,,,1,,1,6,4,4,1,2,2,6,6,1,6,8,2,3
BA,2915403,Itaju do Colônia,1,1,1,1,1,,,,1,,,1,,1,1,2,1,2,4,2,1,3,3,2,,6,5,6,11
BA,2915502,Itajuípe,4,5,1,4,2,2,4,4,,9,4,5,3,2,7,9,11,13,16,13,14,7,12,11,19,13,14,18,11
BA,2915601,Itamaraju,11,10,10,15,20,21,19,7,3,,,5,11,8,3,9,28,31,34,40,44,29,32,42,48,57,44,55,59
BA,2915700,Itamari,,,,1,,3,,,1,,,1,2,1,4,,,1,3,1,,,1,3,,3,1,1,2
BA,2915809,Itambé,,,1,,4,,2,2,2,,2,5,3,1,6,6,2,6,5,8,12,2,12,5,16,20,8,12,5
BA,2915908,Itanagra,,1,1,,1,2,,,,1,3,1,2,1,2,,,3,3,1,2,3,8,4,5,,4,,5
BA,2916005,Itanhém,1,1,,,3,1,3,,,,,3,2,,2,2,7,3,8,9,5,5,6,4,7,7,11,9,7
BA,2916104,Itaparica,,4,2,1,3,2,1,1,3,,,,,,11,5,6,6,17,11,16,13,12,10,15,22,33,12,18
BA,2916203,Itapé,2,1,1,1,,1,1,,3,,,,1,3,3,2,2,2,3,4,4,,6,7,4,6,1,2,2
BA,2916302,Itapebi,1,1,,3,3,2,2,,1,1,2,7,4,3,4,4,2,8,5,5,5,13,5,7,13,10,10,3,4
BA,2916401,Itapetinga,5,7,10,4,8,5,6,4,2,1,2,3,8,12,10,25,26,38,31,31,25,21,23,36,21,43,18,25,39
BA,2916500,Itapicuru,,1,1,,2,,,,2,,3,2,6,6,6,4,7,7,13,6,9,2,8,9,17,12,4,6,17
BA,2916609,Itapitanga,1,,,,,,,,,,,3,1,1,1,1,1,1,4,1,2,3,3,,7,2,5,,4
BA,2916708,Itaquara,,1,1,,,,,1,2,1,,1,,2,,1,3,,3,,2,,,1,2,1,1,1,2
BA,2916807,Itarantim,,,,,,3,,,1,,1,1,2,1,3,1,1,2,,4,2,3,2,2,4,6,3,4,9
BA,2916856,Itatim,,,,,2,1,1,1,,,,1,,2,1,5,2,6,8,4,4,2,2,3,6,11,7,11,2
BA,2916906,Itiruçu,,,,,,2,1,,,3,1,1,1,,1,2,1,,,1,3,2,2,6,,6,1,4,
BA,2917003,Itiúba,,1,,1,,1,,3,2,1,,7,,1,,,3,7,4,2,6,5,8,6,7,13,16,11,10
BA,2917102,Itororó,1,1,5,3,2,,3,,,2,1,2,5,9,9,14,13,8,16,9,10,10,8,4,5,4,5,6,6
BA,2917201,Ituaçu,,,1,,,1,1,1,,1,,,,2,1,,,2,,1,2,2,1,1,2,3,1,3,1
BA,2917300,Ituberá,2,,1,2,1,2,2,,2,3,,3,1,5,8,4,12,2,9,12,25,20,12,15,11,14,16,21,9
BA,2917334,Iuiú,1,,,,,,,,,,,,,,1,,1,1,1,1,2,2,3,1,2,,1,1,2
BA,2917359,Jaborandi,,,,,,,,,,,1,,,1,,,1,,2,,,3,,,,2,1,3,2
BA,2917409,Jacaraci,1,,,,,,,,,,,,,1,,,,,,,1,2,,,1,1,2,,2
BA,2917508,Jacobina,9,10,14,11,18,9,13,13,15,18,15,10,18,14,18,19,9,27,24,24,21,27,28,36,41,40,42,25,27
BA,2917607,Jaguaquara,1,4,,4,3,2,3,4,4,5,6,8,5,6,4,4,9,14,11,18,7,7,12,12,7,19,23,7,5
BA,2917706,Jaguarari,3,1,,,4,2,,1,1,1,4,4,1,,1,1,4,6,1,6,5,6,6,5,2,3,3,4,6
BA,2917805,Jaguaripe,,1,1,,,2,1,1,1,,2,,,,1,3,1,1,3,6,6,3,3,10,7,11,4,1,6
BA,2917904,Jandaíra,,1,,,4,1,,,3,,3,3,2,1,2,4,4,1,4,5,,2,,6,5,4,3,5,2
BA,2918001,Jequié,20,20,20,16,10,9,8,6,10,18,16,13,24,13,18,22,25,34,55,42,86,71,87,89,118,111,77,46,68
BA,2918100,Jeremoabo,3,2,5,3,4,5,1,,1,,3,3,5,6,2,9,10,9,7,11,4,5,13,10,14,12,6,7,7
BA,2918209,Jiquiriçá,,,,2,1,,,,,,,1,,2,2,1,5,,,,,,2,1,5,2,5,2,1
BA,2918308,Jitaúna,2,3,2,3,1,,2,,,1,2,1,,1,2,1,8,2,3,2,3,3,,2,2,2,3,5,5
BA,2918357,João Dourado,1,5,1,1,4,1,,1,1,1,2,3,2,2,1,2,6,5,6,2,10,2,7,11,14,19,8,6,4
BA,2918407,Juazeiro,49,59,63,70,77,62,52,94,70,147,73,132,110,104,103,97,96,71,78,95,106,97,111,125,102,129,90,105,106
BA,2918456,Jucuruçu,1,,,,1,1,1,,,,,1,1,1,,2,,,2,2,5,2,2,2,3,4,3,7,1
BA,2918506,Jussara,,,1,,,2,,,,1,,1,2,,,3,1,6,2,1,2,5,3,8,3,6,6,7,8
BA,2918555,Jussari,,1,1,,1,1,2,,,,2,1,2,2,,1,1,2,2,3,5,5,3,2,5,4,4,11,10
BA,2918605,Jussiape,,,,,,1,,,,,,,,1,,,,,,1,4,,2,1,2,,,1,
BA,2918704,Lafaiete Coutinho,,,,,,,,,,,,,,,1,,1,1,,2,,,,,,3,,,
BA,2918753,Lagoa Real,,,,,,1,,,1,1,,,1,,,,,,,1,,,1,,,,,,
BA,2918803,Laje,,,,,1,3,2,1,1,2,2,,,2,2,6,3,1,6,5,6,4,7,13,7,8,6,9,12
